green_count,red_count,junction_pressure,average_network_pressure,phase_duration
9,20,0,0.6266666666666667,16.0
6,10,5,0.6266666666666667,18.0
4,13,0,0.6266666666666667,32.0
16,5,0,0.6266666666666667,34.0
11,7,0,0.6266666666666667,36.0
9,18,3,0.6266666666666667,28.0
15,16,0,0.6266666666666667,35.0
10,13,1,0.6266666666666667,19.0
3,2,0,0.5333333333333333,36.0
2,0,0,0.5333333333333333,62.0
2,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,5.0
4,3,0,0.5333333333333333,36.0
8,8,0,0.5333333333333333,37.0
8,8,0,0.5333333333333333,37.0
3,4,2,0.5333333333333333,42.0
1,2,0,0.5333333333333333,26.0
3,0,0,0.5333333333333333,5.0
3,0,0,0.5333333333333333,5.0
3,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,62.0
2,0,0,0.5333333333333333,62.0
2,0,0,0.5333333333333333,62.0
2,0,0,0.5333333333333333,5.0
4,3,0,0.5333333333333333,36.0
4,7,0,0.5333333333333333,37.0
2,3,1,0.5333333333333333,38.0
2,3,0,0.5333333333333333,37.0
3,0,0,0.5333333333333333,62.0
2,0,0,0.5333333333333333,62.0
1,0,0,0.5333333333333333,63.0
2,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,5.0
4,3,0,0.5333333333333333,38.0
10,9,0,0.5333333333333333,38.0
4,12,6,0.5333333333333333,28.0
10,8,0,0.5333333333333333,38.0
6,8,0,0.5333333333333333,38.0
6,9,0,0.5333333333333333,30.0
14,10,0,0.5333333333333333,37.0
5,9,0,0.5333333333333333,37.0
3,0,0,0.5333333333333333,62.0
2,0,0,0.5333333333333333,62.0
4,7,0,0.5333333333333333,37.0
8,10,0,0.5333333333333333,37.0
8,10,0,0.5333333333333333,37.0
8,3,0,0.5333333333333333,37.0
4,7,0,0.5333333333333333,37.0
5,9,0,0.5333333333333333,37.0
10,0,0,0.5333333333333333,57.0
7,12,0,0.5333333333333333,25.0
4,7,0,0.5333333333333333,37.0
10,8,0,0.5333333333333333,37.0
9,7,0,0.5333333333333333,26.0
10,12,0,0.5333333333333333,37.0
5,8,0,0.5333333333333333,37.0
12,14,3,0.5333333333333333,33.0
4,7,0,0.5333333333333333,37.0
8,11,0,0.5333333333333333,37.0
8,11,0,0.5333333333333333,37.0
5,9,0,0.5333333333333333,37.0
4,12,0,0.5333333333333333,22.0
8,3,0,0.5333333333333333,38.0
4,7,0,0.5333333333333333,37.0
4,7,0,0.5333333333333333,37.0
3,8,0,0.5333333333333333,23.0
8,10,0,0.5333333333333333,37.0
5,8,0,0.5333333333333333,37.0
8,10,4,0.5333333333333333,39.0
4,7,0,0.5333333333333333,39.0
9,3,0,0.5333333333333333,38.0
9,25,1,0.5333333333333333,35.0
12,28,2,0.5333333333333333,10.0
9,20,8,0.5333333333333333,16.0
6,10,5,0.5333333333333333,18.0
13,4,0,0.5333333333333333,31.0
8,13,0,0.5333333333333333,34.0
7,11,0,0.5333333333333333,36.0
9,18,7,0.5333333333333333,29.0
15,16,0,0.5333333333333333,34.0
10,13,1,0.5333333333333333,19.0
2,3,0,0.84,35.0
2,0,0,0.84,59.0
2,0,0,0.84,5.0
2,0,0,0.84,5.0
2,0,0,0.84,5.0
2,0,0,0.84,5.0
3,4,0,0.84,35.0
8,8,0,0.84,36.0
8,8,8,0.84,38.0
3,4,0,0.84,40.0
1,2,0,0.84,25.0
3,0,0,0.84,5.0
3,0,0,0.84,5.0
3,0,0,0.84,5.0
2,0,0,0.84,59.0
2,0,0,0.84,59.0
2,0,0,0.84,59.0
2,0,0,0.84,5.0
3,4,0,0.84,35.0
8,3,0,0.84,36.0
2,3,3,0.84,39.0
3,2,0,0.84,36.0
3,0,0,0.84,59.0
2,0,0,0.84,59.0
1,0,0,0.84,60.0
2,0,0,0.84,5.0
2,0,0,0.84,5.0
4,3,0,0.84,37.0
10,9,5,0.84,39.0
4,12,0,0.84,27.0
10,8,0,0.84,37.0
9,5,2,0.84,39.0
10,5,0,0.84,29.0
14,10,0,0.84,36.0
10,4,0,0.84,36.0
3,0,0,0.84,59.0
2,0,0,0.84,59.0
8,3,0,0.84,36.0
10,8,0,0.84,36.0
10,8,0,0.84,36.0
4,7,3,0.84,39.0
8,3,0,0.84,36.0
10,4,0,0.84,36.0
10,0,0,0.84,55.0
6,13,0,0.84,25.0
8,3,0,0.84,36.0
8,10,0,0.84,37.0
9,7,0,0.84,25.0
12,10,0,0.84,36.0
9,4,0,0.84,36.0
12,14,6,0.84,34.0
8,3,0,0.84,36.0
11,8,0,0.84,36.0
11,8,4,0.84,38.0
10,4,0,0.84,36.0
4,12,2,0.84,23.0
8,3,9,0.84,39.0
8,3,0,0.84,36.0
8,3,0,0.84,36.0
4,7,0,0.84,22.0
10,8,0,0.84,36.0
9,4,0,0.84,36.0
8,10,12,0.84,40.0
8,3,0,0.84,38.0
9,3,0,0.84,37.0
9,25,4,0.84,36.0
12,28,0,0.84,10.0
9,20,0,0.84,16.0
6,10,0,0.84,18.0
4,13,0,0.84,31.0
16,5,5,0.84,35.0
11,7,0,0.84,35.0
9,18,0,0.84,28.0
19,12,0,0.84,33.0
10,13,0,0.84,19.0
3,2,0,0.9733333333333334,35.0
2,0,0,0.9733333333333334,57.0
2,0,0,0.9733333333333334,5.0
2,0,0,0.9733333333333334,5.0
2,0,0,0.9733333333333334,5.0
2,0,0,0.9733333333333334,5.0
4,3,0,0.9733333333333334,35.0
8,8,0,0.9733333333333334,36.0
8,8,0,0.9733333333333334,37.0
3,4,1,0.9733333333333334,42.0
2,1,0,0.9733333333333334,25.0
3,0,0,0.9733333333333334,5.0
3,0,0,0.9733333333333334,5.0
3,0,0,0.9733333333333334,5.0
2,0,0,0.9733333333333334,57.0
2,0,0,0.9733333333333334,57.0
2,0,0,0.9733333333333334,57.0
2,0,0,0.9733333333333334,5.0
4,3,0,0.9733333333333334,35.0
4,7,1,0.9733333333333334,38.0
2,3,0,0.9733333333333334,38.0
2,3,0,0.9733333333333334,36.0
3,0,0,0.9733333333333334,57.0
2,0,0,0.9733333333333334,57.0
1,0,0,0.9733333333333334,57.0
2,0,0,0.9733333333333334,5.0
2,0,0,0.9733333333333334,5.0
3,4,4,0.9733333333333334,39.0
10,9,0,0.9733333333333334,38.0
4,12,1,0.9733333333333334,28.0
8,10,5,0.9733333333333334,39.0
9,5,0,0.9733333333333334,38.0
6,9,0,0.9733333333333334,29.0
10,14,12,0.9733333333333334,38.0
5,9,0,0.9733333333333334,36.0
3,0,0,0.9733333333333334,57.0
2,0,0,0.9733333333333334,57.0
4,7,0,0.9733333333333334,36.0
8,10,0,0.9733333333333334,36.0
8,10,0,0.9733333333333334,36.0
4,7,0,0.9733333333333334,38.0
4,7,1,0.9733333333333334,38.0
5,9,0,0.9733333333333334,36.0
10,0,0,0.9733333333333334,53.0
12,7,0,0.9733333333333334,24.0
4,7,10,0.9733333333333334,38.0
10,8,0,0.9733333333333334,36.0
9,7,3,0.9733333333333334,26.0
10,12,0,0.9733333333333334,36.0
5,8,0,0.9733333333333334,36.0
12,14,0,0.9733333333333334,33.0
4,7,0,0.9733333333333334,36.0
8,11,0,0.9733333333333334,36.0
11,8,0,0.9733333333333334,37.0
5,9,0,0.9733333333333334,36.0
4,12,4,0.9733333333333334,24.0
8,3,0,0.9733333333333334,38.0
4,7,4,0.9733333333333334,38.0
4,7,0,0.9733333333333334,36.0
5,6,0,0.9733333333333334,22.0
8,10,0,0.9733333333333334,36.0
5,8,1,0.9733333333333334,38.0
8,10,0,0.9733333333333334,38.0
4,7,4,0.9733333333333334,40.0
4,8,4,0.9733333333333334,39.0
9,25,5,0.9733333333333334,37.0
12,28,2,0.9733333333333334,10.0
9,20,2,0.9733333333333334,16.0
6,10,2,0.9733333333333334,18.0
13,4,1,0.9733333333333334,32.0
16,5,0,0.9733333333333334,34.0
7,11,2,0.9733333333333334,37.0
9,18,0,0.9733333333333334,27.0
15,16,0,0.9733333333333334,33.0
10,13,4,0.9733333333333334,19.0
2,3,0,0.5333333333333333,34.0
2,0,0,0.5333333333333333,55.0
2,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,5.0
3,4,0,0.5333333333333333,34.0
8,8,0,0.5333333333333333,35.0
8,8,0,0.5333333333333333,36.0
3,4,0,0.5333333333333333,40.0
1,2,0,0.5333333333333333,25.0
3,0,0,0.5333333333333333,5.0
3,0,0,0.5333333333333333,5.0
3,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,55.0
2,0,0,0.5333333333333333,55.0
2,0,0,0.5333333333333333,55.0
2,0,0,0.5333333333333333,5.0
3,4,0,0.5333333333333333,34.0
4,7,0,0.5333333333333333,37.0
2,3,0,0.5333333333333333,37.0
3,2,0,0.5333333333333333,35.0
3,0,0,0.5333333333333333,55.0
2,0,0,0.5333333333333333,55.0
1,0,0,0.5333333333333333,55.0
2,0,0,0.5333333333333333,5.0
2,0,0,0.5333333333333333,5.0
3,4,0,0.5333333333333333,38.0
10,9,0,0.5333333333333333,37.0
4,12,3,0.5333333333333333,29.0
8,10,0,0.5333333333333333,38.0
9,5,0,0.5333333333333333,37.0
10,5,2,0.5333333333333333,30.0
10,14,0,0.5333333333333333,37.0
10,4,0,0.5333333333333333,35.0
3,0,0,0.5333333333333333,55.0
2,0,0,0.5333333333333333,55.0
8,3,0,0.5333333333333333,35.0
10,8,0,0.5333333333333333,35.0
10,8,0,0.5333333333333333,35.0
4,7,0,0.5333333333333333,37.0
4,7,0,0.5333333333333333,37.0
10,4,0,0.5333333333333333,35.0
10,0,0,0.5333333333333333,51.0
7,12,0,0.5333333333333333,24.0
4,7,0,0.5333333333333333,37.0
8,10,0,0.5333333333333333,36.0
9,7,0,0.5333333333333333,25.0
12,10,0,0.5333333333333333,35.0
9,4,0,0.5333333333333333,35.0
12,14,2,0.5333333333333333,34.0
8,3,0,0.5333333333333333,35.0
11,8,0,0.5333333333333333,35.0
11,8,0,0.5333333333333333,36.0
10,4,0,0.5333333333333333,35.0
4,12,2,0.5333333333333333,25.0
8,3,0,0.5333333333333333,37.0
4,7,0,0.5333333333333333,37.0
8,3,0,0.5333333333333333,35.0
3,8,1,0.5333333333333333,24.0
10,8,0,0.5333333333333333,35.0
5,8,0,0.5333333333333333,37.0
8,10,0,0.5333333333333333,37.0
4,7,0,0.5333333333333333,38.0
4,8,0,0.5333333333333333,38.0
9,25,9,0.5333333333333333,38.0
12,28,3,0.5333333333333333,10.0
9,20,10,0.5333333333333333,16.0
6,10,2,0.5333333333333333,18.0
13,4,0,0.5333333333333333,31.0
16,5,0,0.5333333333333333,33.0
7,11,0,0.5333333333333333,36.0
9,18,2,0.5333333333333333,28.0
19,12,0,0.5333333333333333,32.0
10,13,4,0.5333333333333333,19.0
3,2,0,0.7466666666666667,34.0
2,0,0,0.7466666666666667,53.0
2,0,0,0.7466666666666667,5.0
2,0,0,0.7466666666666667,5.0
2,0,0,0.7466666666666667,5.0
2,0,0,0.7466666666666667,5.0
4,3,0,0.7466666666666667,34.0
8,8,0,0.7466666666666667,35.0
8,8,0,0.7466666666666667,36.0
3,4,0,0.7466666666666667,38.0
1,2,1,0.7466666666666667,26.0
3,0,0,0.7466666666666667,5.0
3,0,0,0.7466666666666667,5.0
3,0,0,0.7466666666666667,5.0
2,0,0,0.7466666666666667,53.0
2,0,0,0.7466666666666667,53.0
2,0,0,0.7466666666666667,53.0
2,0,0,0.7466666666666667,5.0
4,3,0,0.7466666666666667,34.0
4,7,0,0.7466666666666667,36.0
2,3,0,0.7466666666666667,36.0
2,3,1,0.7466666666666667,37.0
3,0,0,0.7466666666666667,53.0
2,0,0,0.7466666666666667,53.0
1,0,0,0.7466666666666667,53.0
2,0,0,0.7466666666666667,5.0
2,0,0,0.7466666666666667,5.0
3,4,0,0.7466666666666667,37.0
9,10,0,0.7466666666666667,37.0
4,12,0,0.7466666666666667,28.0
8,10,0,0.7466666666666667,37.0
6,8,0,0.7466666666666667,37.0
10,5,3,0.7466666666666667,31.0
10,14,0,0.7466666666666667,36.0
5,9,3,0.7466666666666667,37.0
3,0,0,0.7466666666666667,53.0
2,0,0,0.7466666666666667,53.0
4,7,0,0.7466666666666667,35.0
8,10,0,0.7466666666666667,35.0
8,10,0,0.7466666666666667,35.0
8,3,0,0.7466666666666667,36.0
4,7,0,0.7466666666666667,36.0
5,9,0,0.7466666666666667,35.0
10,0,0,0.7466666666666667,49.0
6,13,0,0.7466666666666667,24.0
4,7,2,0.7466666666666667,38.0
10,8,0,0.7466666666666667,35.0
9,7,0,0.7466666666666667,24.0
10,12,0,0.7466666666666667,35.0
5,8,0,0.7466666666666667,35.0
12,14,9,0.7466666666666667,35.0
4,7,0,0.7466666666666667,35.0
8,11,0,0.7466666666666667,35.0
8,11,0,0.7466666666666667,36.0
5,9,0,0.7466666666666667,35.0
4,12,3,0.7466666666666667,26.0
4,7,3,0.7466666666666667,39.0
4,7,0,0.7466666666666667,36.0
4,7,0,0.7466666666666667,35.0
3,8,0,0.7466666666666667,23.0
8,10,0,0.7466666666666667,35.0
5,8,0,0.7466666666666667,36.0
10,8,0,0.7466666666666667,36.0
8,3,0,0.7466666666666667,37.0
4,8,0,0.7466666666666667,37.0
9,25,10,0.7466666666666667,39.0
12,28,3,0.7466666666666667,10.0
9,20,5,0.7466666666666667,16.0
6,10,3,0.7466666666666667,18.0
13,4,0,0.7466666666666667,30.0
8,13,0,0.7466666666666667,33.0
7,11,0,0.7466666666666667,35.0
9,18,10,0.7466666666666667,29.0
15,16,0,0.7466666666666667,32.0
10,13,0,0.7466666666666667,19.0
2,3,0,1.5733333333333333,33.0
2,0,0,1.5733333333333333,51.0
2,0,0,1.5733333333333333,5.0
2,0,0,1.5733333333333333,5.0
2,0,0,1.5733333333333333,5.0
2,0,0,1.5733333333333333,5.0
3,4,0,1.5733333333333333,33.0
8,8,0,1.5733333333333333,34.0
8,8,8,1.5733333333333333,37.0
4,3,3,1.5733333333333333,39.0
1,2,2,1.5733333333333333,27.0
3,0,0,1.5733333333333333,5.0
3,0,0,1.5733333333333333,5.0
3,0,0,1.5733333333333333,5.0
2,0,0,1.5733333333333333,51.0
2,0,0,1.5733333333333333,51.0
2,0,0,1.5733333333333333,51.0
2,0,0,1.5733333333333333,5.0
3,4,0,1.5733333333333333,33.0
8,3,1,1.5733333333333333,35.0
