vehicle_id,duration,waiting_time,time_loss,route_length,average_speed,waiting_ratio,delay_ratio
266,430.0,79.0,146.26,3678.81,8.555372093023255,0.18372093023255814,0.3401395348837209
134,632.0,245.0,345.43,5407.89,8.556787974683544,0.3876582278481013,0.5465664556962025
205,526.0,108.0,204.03,4782.25,9.091730038022813,0.20532319391634982,0.3878897338403042
331,337.0,40.0,91.19,2928.31,8.689347181008902,0.11869436201780416,0.270593471810089
109,671.0,284.0,409.45,3393.89,5.057958271236959,0.4232488822652757,0.6102086438152011
263,443.0,25.0,98.05,3353.9,7.570880361173815,0.056433408577878104,0.22133182844243793
351,312.0,105.0,147.04,1454.11,4.660608974358974,0.33653846153846156,0.47128205128205125
422,206.0,23.0,48.99,1943.5,9.434466019417476,0.11165048543689321,0.23781553398058253
465,144.0,1.0,23.26,1478.59,10.26798611111111,0.006944444444444444,0.1615277777777778
541,32.0,0.0,7.38,95.04,2.97,0.0,0.230625
421,216.0,27.0,61.0,2439.72,11.295,0.125,0.2824074074074074
536,45.0,0.0,10.76,429.74,9.549777777777779,0.0,0.2391111111111111
419,221.0,39.0,76.67,1283.9,5.80950226244344,0.17647058823529413,0.34692307692307695
326,310.0,167.0,219.5,1232.37,3.975387096774193,0.5387096774193548,0.7080645161290322
357,318.0,89.0,135.84,2178.19,6.849654088050315,0.279874213836478,0.4271698113207547
321,381.0,73.0,128.25,2909.75,7.6371391076115485,0.19160104986876642,0.33661417322834647
209,553.0,31.0,92.47,5259.88,9.511537070524412,0.05605786618444846,0.1672151898734177
231,520.0,154.0,246.01,4007.15,7.706057692307692,0.29615384615384616,0.47309615384615383
388,286.0,82.0,159.66,2203.4,7.7041958041958045,0.2867132867132867,0.5582517482517483
559,29.0,0.0,4.96,229.97,7.93,0.0,0.17103448275862068
529,75.0,0.0,13.69,628.57,8.380933333333333,0.0,0.18253333333333333
540,60.0,0.0,8.61,803.79,13.3965,0.0,0.1435
239,512.0,168.0,289.17,4490.94,8.7713671875,0.328125,0.56478515625
16,855.0,335.0,441.6,4672.44,5.464842105263157,0.391812865497076,0.5164912280701754
525,98.0,0.0,19.63,335.18,3.420204081632653,0.0,0.20030612244897958
203,586.0,323.0,393.36,3013.03,5.141689419795222,0.5511945392491467,0.6712627986348123
411,276.0,90.0,132.55,2080.9,7.539492753623189,0.32608695652173914,0.48025362318840586
350,369.0,145.0,211.45,2640.6,7.15609756097561,0.39295392953929537,0.5730352303523035
456,210.0,77.0,117.38,1286.77,6.12747619047619,0.36666666666666664,0.558952380952381
417,271.0,58.0,126.47,2881.19,10.63169741697417,0.2140221402214022,0.4666789667896679
457,214.0,76.0,130.34,1177.63,5.502943925233645,0.35514018691588783,0.6090654205607476
474,190.0,102.0,130.41,913.74,4.809157894736842,0.5368421052631579,0.6863684210526315
294,461.0,190.0,251.0,3664.71,7.949479392624729,0.4121475054229935,0.544468546637744
395,309.0,141.0,189.51,2690.09,8.7057928802589,0.4563106796116505,0.6133009708737864
236,558.0,229.0,298.82,3543.59,6.350519713261649,0.4103942652329749,0.5355197132616487
245,545.0,236.0,321.71,3696.6,6.782752293577982,0.43302752293577984,0.5902935779816514
413,294.0,63.0,109.81,2238.55,7.6141156462585045,0.21428571428571427,0.3735034013605442
484,189.0,0.0,23.54,1496.49,7.917936507936508,0.0,0.12455026455026455
418,291.0,22.0,73.43,2810.51,9.65810996563574,0.07560137457044673,0.2523367697594502
524,133.0,34.0,54.54,783.18,5.888571428571428,0.2556390977443609,0.4100751879699248
