edge_id,from_node,to_node,num_lanes,speed_limit,priority,vehicle_count,avg_waiting_time,avg_time_loss,traffic_score,traffic_level,is_high_traffic,system_type
509997407,4991016358,4991016353,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
509997408,4991016364,4991016359,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
509997409,4991016366,4991016365,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
509997411,4991016379,4991016377,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
51034388,1429213459,403875119,1,11.11,11,0,0.0,0.0,0.0,high,1,fixed
510832815,618530925,683784059,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
510832816,4181874313,618530925,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
510833043,4998138380,4998138378,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
510833044,4692184630,4998138377,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
510833046,618530925,4998138380,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
51189911#0,653114096,2094306170,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
51189911#1,2094306170,653114099,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
51189911#2,653114099,653114102,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
51189911#3,653114102,cluster_6233414067_653114103,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
51189914,653114117,653114102,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
51189916,653114167,4793221857,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
51191249,cluster_10793137766_653129375,653129376,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
51193425#0,9824751934,3531016717,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#1,3531016717,cluster_10869977167_6991380971,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#10,cluster_3384207073_3384207077_618543041_8943920963,3384207074,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#11,3384207074,646872995,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#12,646872995,10261690659,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#13,10261690659,11289909417,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#14,11289909417,3944859129,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#15,3944859129,cluster_253022586_3150402309_4793209901_662901136_#1more,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#2,cluster_10869977167_6991380971,10261690666,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#3,10261690666,cluster_10261690663_10261690664_2094306205_403875011_#2more,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#6,cluster_10261690663_10261690664_2094306205_403875011_#2more,5266279388,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#7,5266279388,10261690661,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51193425#8,10261690661,cluster_3384207073_3384207077_618543041_8943920963,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
512035186,5007247082,5007247080,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
512035191,5007247109,cluster_2124723870_5290309718,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035192#0,5007247113,5007247109,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035192#1,5007247109,5007247110,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035193,5007247114,5007247125,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035194,5007247119,5007247122,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035195#0,5007247130,5007247119,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035195#1,5007247119,5007247125,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035195#2,5007247125,5007247122,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035195#3,5007247122,2124723861,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035196,5007247132,5007247131,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
512035197,5007247136,5007247133,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035198,5007247138,5007247137,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035199,5007247140,5007247139,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
512035200,3141886916,5007247141,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
51211096#0,cluster_268931740_3822138405,3343688203,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
51211096#1,3343688203,653453156,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
51211096#2,653453156,11175787424,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
51211096#3,11175787424,653453153,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
514712065#0,5028030262,5028030261,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
514712065#1,5028030261,5028030257,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
518227696,3896047834,3896047835,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
518230020#0,5055608230,5055608234,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230020#1,5055608234,cluster_3141898891_3141899992,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230021,5055608231,5055608232,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230022,5055608233,5055608234,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230023,5055608235,cluster_5055608236_5055608241,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230024,5055608237,cluster_5055608236_5055608241,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230025,5055608242,5055608243,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230026,5055608244,5055608247,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230027,5055608248,5055608249,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230028,5055608251,5055608252,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518230029,5055608253,2124723754,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512200,5057792318,5057792317,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512201,5057792731,cluster_2124723823_4181874321,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512202,5057792737,5057792735,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
518512203,5057792741,618530955,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512204,5057792759,403874905,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
518512205,5057792761,5057792760,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512206,5650008491,696519973,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512207,3877674509,3877635396,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512208,5057792774,5057792795,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512209,5057792776,5057792775,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512212,5057792794,5057792789,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512213,5057792800,5057792795,1,13.89,4,0,0.0,0.0,0.0,high,1,fixed
518512214,5057792802,618531418,1,13.89,4,0,0.0,0.0,0.0,high,1,fixed
518512215#0,5057792804,cluster_5057792803_5650008423,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
518512215#2,cluster_5057792803_5650008423,696519978,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
518512215#3,696519978,cluster_5057792828_618531414,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
518512216,cluster_5057792828_618531414,5650008453,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
518512217,5057792831,5057792830,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
518512218,5057792836,696522390,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
51911937#0,775415208,9465149147,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911937#1,9465149147,cluster_2066330708_3150421787_3150421800_6233418804_#8more,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#0,1235777074,2143715395,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#1,2143715395,3384207075,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#10,6659112953,6661608930,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#11,6661608930,9740502135,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#12,9740502135,6661629697,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#13,6661629697,644610775,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#14,644610775,3340406923,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#15,3340406923,cluster_12276950494_644610777_672777604,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#16,cluster_12276950494_644610777_672777604,672779575,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#17,672779575,9740502133,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#18,9740502133,5028030257,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#19,5028030257,672777618,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#2,3384207075,9740502138,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#20,672777618,9740502131,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#21,9740502131,1144959848,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#3,9740502138,644610784,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#4,644610784,12169947999,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#5,12169947999,11289910870,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#6,11289910870,9740502137,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#7,9740502137,6991508744,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#8,6991508744,6659060520,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911938#9,6659060520,6659112953,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51911939,1235777074,1307347933,3,16.67,13,0,0.0,0.0,0.0,high,1,fixed
51912299,10125040154,9462080181,1,13.89,7,0,0.0,0.0,0.0,high,1,fixed
51914527#0,3150421789,5626788313,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
51914527#1,5626788313,2143715448,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
51914527#2,2143715448,9740502145,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
51914527#3,9740502145,674684720,1,13.89,10,0,0.0,0.0,0.0,high,1,fixed
519948358,5068865938,5068865939,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
519948359,5068865940,5068865946,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101712,5085876170,3740348057,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101713,5085876173,2094422517,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101714,5085876197,5085876192,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101715,5085876206,5085876207,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101716,5085876208,5085876198,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101717,5085876210,cluster_5085876212_5864760189,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101718,5085876214,5085876217,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101719#0,5085876218,7213495525,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101719#1,7213495525,5085876219,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101720,5085876220,3749579080,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101721,5085877926,3749570389,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101722,5085877930,5085877933,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101723#0,5085877934,5085877947,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101723#1,5085877947,2094422499,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522101724,5085877939,5085877947,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522102300,5085880316,5085880317,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522102301,5085880318,5085880319,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522102302,5085881423,5085881424,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
522102303,5085881425,5085881428,1,2.78,2,0,0.0,0.0,0.0,high,1,fixed
52563926,667775953,667775956,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
52563927#0,4324724858,667775953,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
52563927#1,667775953,667775975,1,11.11,3,0,0.0,0.0,0.0,high,1,fixed
528180789,662337895,3150421789,2,13.89,10,0,0.0,0.0,0.0,high,1,fixed
528180790#0,10660932936,5133502733,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180790#1,5133502733,5133502727,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180791,5133502741,4047124003,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
528180792,5133502737,5133502741,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
528180793,5133502747,5133502737,1,5.56,1,0,0.0,0.0,0.0,high,1,fixed
528180794,5133502759,5133502755,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180795#0,5133502769,5133502754,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180795#1,5133502754,5133502764,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180796#0,cluster_5133502775_645092082,5133502771,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180796#1,5133502771,5133502769,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180797#0,5133502754,5133502755,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180797#1,5133502755,5133502771,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180798,5133502764,5133502759,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528180799#0,672775223,672775199,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
528180799#1,672775199,672775225,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
528562508#0,5136285977,5136285975,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528562508#1,5136285975,6991407530,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528562508#2,6991407530,5136285973,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
528562510,cluster_2131864632_652533088,1307348559,2,13.89,10,0,0.0,0.0,0.0,high,1,fixed
528562512#0,3964910415,3964896719,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
528562512#1,3964896719,674684720,1,11.11,10,0,0.0,0.0,0.0,high,1,fixed
530719409,5152916542,5152916538,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
530719410#0,5152916551,5152916542,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
530719410#1,5152916542,5152916543,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
530719411#0,1144975950,5152916551,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
530719411#1,5152916551,5152916552,1,13.89,3,0,0.0,0.0,0.0,high,1,fixed
53161565#0,9462099860,6658942950,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53161565#1,6658942950,10660932924,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53161717,672773910,10660932925,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53161718,10660932928,672773913,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53161826#0,672775144,cluster_6522676331_672775186,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53161826#2,cluster_6522676331_672775186,10023252754,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53161826#3,10023252754,6991522347,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53161826#4,6991522347,672775199,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53161828#0,672775208,10023252755,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53161828#1,10023252755,672775223,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53162001,cluster_12276950494_644610777_672777604,672777608,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53162002#0,672777597,cluster_5028030263_672777610,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53162002#1,cluster_5028030263_672777610,672777618,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53162003#0,cluster_3192345671_672777603,672777638,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53162003#1,672777638,672777639,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53162003#2,672777639,672777601,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53162004,672777639,672777638,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53162198#1,cluster_5028030263_672777610,5028030261,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53162198#2,5028030261,672779575,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194192,4879924507,673069757,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194193,cluster_673069758_673069784,673069760,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194197,673069775,673069780,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194199#0,cluster_673069758_673069784,673069785,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194199#1,673069785,673069787,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194199#2,673069787,257871578,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194200,673069788,673069785,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194201#0,cluster_3340971205_673069789,2135832136,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194201#1,2135832136,673069757,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194201#2,673069757,673069790,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194201#3,673069790,673072106,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194201#4,673072106,4181840603,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194201#5,4181840603,4181840601,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194201#6,4181840601,673069787,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194204,673069803,257871580,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194489#0,673072099,673072101,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194489#1,673072101,4181840611,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194490#0,4181840626,673072104,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194490#1,673072104,673072099,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194490#2,673072099,673072105,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194491#0,673072106,4879924500,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194491#1,4879924500,673072104,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194492#0,5310174011,5310174004,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194492#1,5310174004,673072110,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194492#2,673072110,257871600,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194494,2070980469,673072117,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194495,673072118,cluster_257871587_673072121,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194499#0,3594518680,4181840628,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194499#1,4181840628,cluster_4181840617_4181855497,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194499#3,cluster_4181840617_4181855497,4181840615,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194499#4,4181840615,673072128,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194499#5,673072128,673072101,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194499#6,673072101,cluster_257871587_673072121,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194660#0,673075471,cluster_4879920437_673075474,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194660#2,cluster_4879920437_673075474,673075478,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194660#3,673075478,4077044423,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194660#4,4077044423,4077044421,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194662,673075489,cluster_4879920437_673075474,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194663,4077044427,cluster_4181855507_618557061,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194664,673075494,673075496,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194665,673075497,673075498,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194666,673075509,4452265841,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194667,673075511,673075512,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194744#0,673076192,673076193,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194744#1,673076193,673076195,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194744#2,673076195,673076196,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194744#3,673076196,673076199,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194744#4,673076199,673076200,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194744#5,673076200,673076201,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194745,673076199,673076196,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194746,673076193,673076200,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194747#0,2135846142,673076206,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194747#1,673076206,2135846142,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194747#2,2135846142,5085881424,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194747#3,5085881424,5085881428,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194747#4,5085881428,673076209,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194747#5,673076209,673076195,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194748#0,673076209,11575305166,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53194748#1,11575305166,cluster_673075505_673076213,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195168#0,673080418,2131864647,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195168#1,2131864647,cluster_673080419_673080420,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195168#3,cluster_673080419_673080420,673080421,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195168#4,673080421,673080422,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195168#5,673080422,673080423,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195168#6,673080423,2131864635,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195169,673080427,673080422,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195170,673080428,673080423,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195171,673080429,673080421,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195172,673080430,cluster_673080419_673080420,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195173,673080434,673080437,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195174,673080439,673080441,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195176,673080448,673080459,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195178,cluster_673080419_673080420,673080443,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195179#0,2394674129,2394674134,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195179#1,2394674134,2394674139,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195179#2,2394674139,3574700134,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195180#0,619174329,673080433,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195180#1,673080433,673080438,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53195180#2,673080438,673080441,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258133,673885524,cluster_673885526_673885538,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258134,673885527,673885531,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258136#0,673885536,cluster_673885526_673885538,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258136#2,cluster_673885526_673885538,673885540,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258136#3,673885540,673885542,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258137,673885544,673885540,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258138,673885536,cluster_673885526_673885538,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258139#0,2154017386,673885546,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258139#1,673885546,673885542,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258140,673885549,673885546,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258141#0,673885550,12759376228,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258141#1,12759376228,673885553,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258142,673885554,673885555,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258145,673885563,3521475487,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258146#0,673885565,673885550,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258146#1,673885550,673885555,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53258146#2,673885555,672819129,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53272809#0,674065954,674077308,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53272809#1,674077308,3521471774,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273626#0,5309894352,5864778305,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273626#1,5864778305,674077225,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273626#2,674077225,674077227,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273626#3,674077227,679023726,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273626#4,679023726,674077229,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273627,674077232,674077229,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273629,674077225,5309894360,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273631#0,674077248,674077250,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273631#1,674077250,674077252,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273632#0,674077254,cluster_4191842568_4191842570,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273632#2,cluster_4191842568_4191842570,674077255,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273632#3,674077255,674077252,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273632#4,674077252,674077256,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273632#5,674077256,674077257,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273632#6,674077257,4191842572,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273632#7,4191842572,cluster_5309894351_674077260,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273633#0,674077261,674077255,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273633#1,674077255,674077263,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273634,674077264,674077256,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273635,674090897,674077257,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
53273636,674077269,674077270,1,8.33,3,0,0.0,0.0,0.0,high,1,fixed
